Name,Nat,Club,Position,Age,Height,Preferred_ Foot,Apps,Starts,Mins,Gls,Ast,Wage,Transfer_Value,Pens,Pens_S,Pas_A,Pas_%,Pr_Passes,Pres_A,Pres_C,Blk,Shts_Blckd,Clear,Hdrs,Itc,Tck_A,Tck_W,Off,Gl_Mst,K_Tck,Distance,Drb,Cr_A,Cr_C%,Shots,Shts_on_target,K_Pas,Yel,Red,xG,xA
Reece Welch,JAM,Blackburn,D (C),28,"6'3""",Right,0 (2),-,33,0,0,"£7,250 p/w",£240K,0,0,27,78%,0,2,0,0,0,0,4,1,0,-,0,0,0,4.4km,0,0,0%,0,-,0,0,0,0,0
Joshua Anthony,NGA,Blackburn,"DM, M/AM (C)",23,"5'10""",Right,0 (1),-,15,0,0,"£5,500 p/w",£100K - £1M,0,0,15,87%,3,2,0,0,0,0,0,0,0,-,0,0,0,2.5km,0,0,0%,0,-,0,0,0,0,0
Dave Oliver,ENG,Blackburn,M/AM (R),23,"5'7""",Right,-,-,-,-,-,"£3,700 p/w",£40K - £3.8M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Greg Tolley,IRL,Blackburn,"DM, M/AM (C)",22,"5'9""",Right,-,-,-,-,-,"£1,700 p/w",£0 - £70K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cole Akrigg,ENG,Blackburn,"D/WB (RL), M/AM (R)",23,"5'11""",Left,-,-,-,-,-,"£1,900 p/w",£20K - £55K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fraser Basham,ENG,Blackburn,"AM (C), ST (C)",23,"5'10""",Left,-,-,-,-,-,"£1,800 p/w",£0 - £28K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Matt Rowley,ENG,Blackburn,GK,28,"6'0""",Right,-,-,-,-,-,"£2,000 p/w",£50K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Teddy Sharman-Lowe,ENG,Blackpool,GK,29,"6'4""",Right,50,50,4500,0,1,"£11,500 p/w",£275K - £2.6M,0,0,"1,475",81%,46,0,0,-,-,-,-,28,10,1,0,4,1,316.3km,0,-,-,0,-,1,0,0,0,0.26
Will Lankshear,ENG,Blackpool,ST (C),27,"5'10""",Right Only,44,44,3735,34,4,"£9,250 p/w",£10.5M - £14M,1,1,760,86%,17,340,110,5,1,5,45,28,53,38,62,0,1,479.6km,33,22,13%,95,50,26,0,0,22.66,2.86
Gabe Bradley,ENG,Blackpool,"D (C), DM, M (C)",23,"5'10""",Right,42 (4),42,3603,9,6,"£13,750 p/w",£4.2M - £6.8M,8,6,"2,882",87%,322,398,133,27,14,46,91,87,94,70,1,1,6,507.6km,32,13,15%,42,24,36,3,0,9.16,3.02
Sonny Carey,ENG,Blackpool,M/AM (C),31,"6'0""",Right,42 (3),42,3355,8,11,"£15,000 p/w",£5.2M - £8.6M,0,0,"1,554",82%,119,619,163,11,5,8,89,56,99,72,5,0,1,504.9km,36,60,21%,62,25,54,3,0,7.52,8.52
Frank Connor,IRL,Blackpool,M/AM (LC),24,"5'9""",Right,40 (2),40,3303,11,11,"£7,500 p/w",£6.2M - £9M,0,0,"1,308",75%,100,595,191,21,3,16,45,64,137,107,22,0,0,484.0km,119,289,17%,73,33,90,12,0,8.28,9.05
Jensen Weir,SCO,Blackpool,"DM, M/AM (C)",30,"6'2""",Right,39 (7),39,3360,3,6,"£8,750 p/w",£9.8M - £12M,0,0,"2,784",86%,313,498,169,23,9,22,140,60,94,63,1,0,2,493.6km,36,36,13%,53,16,55,7,0,2.64,5.39
Ronnie Edwards,ENG,Blackpool,"D (C), DM",29,"5'11""",Either,36 (2),36,3045,0,0,"£11,500 p/w",£450K - £4.6M,0,0,"2,451",90%,174,141,62,25,19,29,211,128,49,40,0,3,11,374.7km,5,2,0%,8,2,7,3,1,0.29,0.47
Kevin Griffiths,ENG,Blackpool,"D (LC), DM",22,"5'10""",Left,35 (2),35,3028,0,3,N/A,£4.1M - £6M,0,0,"1,842",81%,194,403,149,40,10,67,54,123,126,93,2,2,3,447.4km,81,48,29%,3,1,27,6,0,0.45,3.16
Tyson Ryman,ENG,Blackpool,D (C),21,"5'11""",Left,34 (2),34,2922,0,0,N/A,£850K - £2M,0,0,"2,313",87%,109,132,64,15,15,76,232,89,48,34,1,0,8,348.0km,2,0,0%,5,2,5,6,0,0.23,0.5
Andy Lyons,IRL,Blackpool,D/WB (RL),31,"5'10""",Right,33,33,2776,2,7,"£19,000 p/w",£4.2M - £5.6M,0,0,"1,667",84%,149,385,157,23,14,36,156,111,87,71,3,0,2,430.5km,136,176,11%,18,5,47,4,0,1.25,4.92
Declan Holbem,ENG,Blackpool,"M (RC), AM (RL)",20,"5'9""",Right,31 (6),31,2697,9,9,N/A,Not for Sale,0,0,"1,135",78%,61,533,140,12,2,22,18,46,99,76,17,1,1,403.1km,116,258,14%,58,23,58,1,1,7.75,7.24
Martyn Williamson,ENG,Blackpool,"M (R), AM (RLC), ST (C)",23,"5'8""",Right,24 (18),24,2336,9,5,"£10,000 p/w",£4.7M - £7M,0,0,976,75%,56,428,147,4,1,15,52,33,64,47,15,0,0,338.5km,65,44,22%,44,18,36,0,0,6.07,4.12
Jordan Gabriel,SCO,Blackpool,"D (RC), WB (R)",33,"5'10""",Right,17 (10),17,1556,0,3,"£17,250 p/w",£45K,0,0,887,84%,70,216,84,10,4,27,84,55,68,52,0,1,2,245.1km,58,100,11%,10,1,28,7,0,0.49,4.01
Zach Awe,ENG,Blackpool,"D (C), DM, M (C)",28,"6'6""",Right,16 (27),16,1815,0,0,"£10,750 p/w",£7M - £10.5M,0,0,"1,534",89%,107,86,40,15,11,27,180,78,36,23,1,2,7,233.5km,5,7,0%,8,4,1,2,0,0.53,0.05
Jake Garrett,ENG,Blackpool,"D (LC), DM, M (C)",29,"5'11""",Left,16 (18),16,1523,2,1,"£7,000 p/w",£55K - £550K,0,0,"1,203",84%,94,215,67,12,3,11,78,30,55,37,0,0,2,225.5km,29,13,30%,23,3,16,7,0,1.39,1.16
Richard Taylor,NGA,Blackpool,"D (LC), WB (L)",31,"6'2""",Left Only,15 (14),15,1384,1,0,"£5,000 p/w",£700K - £1.5M,0,0,946,82%,103,186,78,11,0,27,101,59,43,33,1,0,2,202.9km,32,47,19%,11,5,13,8,1,0.43,1.24
Liam Shaw,ENG,Blackpool,"D (C), DM, M (C)",31,"6'3""",Right,11 (23),11,1109,0,5,"£12,250 p/w",£5.8M - £7.2M,0,0,886,85%,102,151,51,5,3,5,59,24,38,28,0,0,0,162.6km,4,7,14%,9,2,17,1,0,0.74,1.86
Lewis Miley,ENG,Blackpool,"M (C), AM (RLC)",26,"5'11""",Right,10 (15),10,1008,2,5,"£6,250 p/w",£350K - £3.5M,0,0,456,84%,33,187,59,4,4,4,23,14,24,18,5,0,1,149.9km,25,7,42%,17,5,19,2,0,1.96,3.22
Killian Phillips,IRL,Blackpool,"D (C), DM, M (C)",30,"6'2""",Right,6 (16),6,800,2,1,"£10,000 p/w",£300K - £3M,0,0,735,86%,69,82,34,7,2,13,39,14,26,19,2,1,1,114.6km,8,2,0%,12,5,9,1,0,1.14,0.76
Luca Hyam,ENG,Blackpool,"AM (R), ST (C)",22,"6'0""",Left,5 (14),5,653,2,0,N/A,Not for Sale,0,0,178,76%,11,49,15,1,1,4,32,6,8,8,18,0,0,91.1km,10,11,18%,16,6,7,0,0,1.74,0.87
Kevin Brown,ENG,Blackpool,M/AM (L),20,"6'0""",Left,4 (12),4,430,2,2,N/A,£230K - £650K,0,0,199,80%,12,85,24,5,0,6,11,7,15,12,3,0,0,69.3km,25,33,15%,12,5,7,1,0,1.31,0.51
Carlos Zúñiga,PER,Blackpool,"AM (LC), ST (C)",21,"5'10""",Right,0 (13),-,260,0,0,N/A,£14M - £17.5M,0,0,60,90%,3,27,11,0,0,1,2,3,7,4,1,1,0,37.0km,8,4,0%,7,2,2,0,0,0.63,0
Thomas Lucas,NIR,Blackpool,"M/AM (R), ST (C)",22,"6'2""",Right,0 (2),-,53,0,0,"£1,000 p/w",£65K - £650K,0,0,17,71%,1,5,2,1,0,2,6,1,1,1,0,0,0,8.0km,2,0,0%,1,1,0,0,0,0.09,0
Will Hughes,WAL,Blackpool,"M/AM (L), ST (C)",23,"6'4""",Left,0 (2),-,79,0,0,"£1,900 p/w",£4.5K - £12K,0,0,22,91%,1,16,3,0,0,0,3,0,2,1,1,0,0,10.6km,1,4,50%,2,1,1,0,0,0.11,0
Brian Murphy,IRL,Blackpool,"M (RC), AM (RLC)",22,"6'0""",Right,-,-,-,-,-,"£1,200 p/w",£0 - £30K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Brian Maher,IRL,Blackpool,GK,31,"6'0""",Right Only,-,-,-,-,-,"£4,100 p/w",£45K - £425K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bruno Varela,POR,Brighton,GK,37,"6'3""",Right,47,47,4230,0,0,"£54,000 p/w",£5K - £55K,0,0,"1,350",85%,46,0,0,-,-,-,-,25,8,0,0,2,1,301.9km,0,-,-,0,-,0,0,0,0,0.05
Tom Jefferies,ENG,Brighton,"AM (RC), ST (C)",24,"6'1""",Left,44 (1),44,3418,24,3,"£100,000 p/w",£49M - £63M,1,0,"1,218",86%,26,322,106,7,3,6,271,32,60,51,51,0,0,463.6km,38,16,26%,158,91,36,1,0,24.08,3.51
Julio Enciso,PAR,Brighton,"M/AM (RL), ST (C)",28,"5'9""",Right,36 (4),36,2973,8,6,"£83,000 p/w",£45M,3,2,"1,367",86%,46,469,138,14,1,13,15,37,71,58,37,0,0,424.7km,100,364,15%,71,23,101,0,0,10.42,8.08
Sam Webber,ENG,Brighton,"DM, M/AM (C)",21,"5'8""",Either,36,36,3000,1,4,"£34,000 p/w",£30M - £38M,0,0,"2,940",90%,300,525,188,17,9,22,102,63,105,75,0,2,1,451.1km,26,13,46%,35,8,48,5,0,1.07,3.68
Jonas Ames,GER,Brighton,AM (L),21,"5'8""",Right,35 (6),35,2969,12,9,"£48,000 p/w",£38M - £50M,0,0,"1,779",82%,153,579,183,24,4,19,61,55,101,85,16,0,0,439.7km,93,154,18%,80,31,90,0,0,8,10.33
Euan Bailey,WAL,Brighton,"DM, M (LC), AM (C)",24,"5'8""",Left,33 (2),33,2858,1,3,"£40,000 p/w",£23M - £37M,0,0,"2,331",85%,206,436,153,10,7,12,18,51,86,63,0,1,2,433.6km,27,35,21%,52,6,65,5,0,3.15,4.18
Sebastián Cáceres,URU,Brighton,D (C),32,"5'11""",Right,27 (5),27,2394,0,0,"£51,000 p/w",£5.4M,0,0,"2,044",92%,166,112,51,20,14,43,175,99,33,27,0,2,10,294.3km,1,2,0%,5,3,5,3,0,0.73,0.24
Brandon Williams,ENG,Brighton,D/WB (RL),31,"6'0""",Right,27 (5),27,2163,2,1,"£53,000 p/w",£7.2M - £12M,0,0,"1,309",86%,110,301,104,14,3,21,73,68,69,52,4,1,6,333.2km,89,128,7%,10,5,24,3,0,0.99,1.84
Ben Johnson,ENG,Brighton,"D (RL), WB (R)",32,"6'0""",Right,23 (9),23,2050,1,2,"£68,000 p/w",£5.2M - £7M,0,0,"1,207",88%,96,280,110,26,8,26,90,95,63,52,0,0,4,322.9km,60,127,11%,8,3,26,3,0,0.88,2.74
Iván,ESP,Brighton,D (LC),22,"6'2""",Right,21 (9),21,1868,0,1,"£34,500 p/w",£7.2M - £8.8M,0,0,"1,532",89%,99,180,76,10,5,47,155,73,37,30,0,1,5,258.0km,20,34,14%,13,2,11,3,0,0.9,0.75
Manuel Pereira,POR,Brighton,"D (RC), DM",23,"6'1""",Right,20,20,1738,1,2,"£76,000 p/w",£55M - £85M,2,1,"1,835",92%,121,111,41,12,8,35,90,56,30,22,1,1,5,227.7km,1,2,50%,15,4,7,3,0,2.25,0.72
Matías Ortega,ARG,Brighton,D/WB (R),21,"5'9""",Right,19,19,1669,0,4,"£74,000 p/w",£38M - £63M,0,0,"1,049",92%,91,236,81,9,3,9,50,74,43,33,11,0,1,251.3km,60,64,14%,8,3,23,3,0,0.37,3.8
Luizão,BRA,Brighton,D (C),30,"6'1""",Left,18 (7),18,1693,2,0,"£51,000 p/w",£45K - £475K,0,0,"1,763",92%,117,92,46,13,12,25,113,58,21,19,0,1,3,215.7km,3,4,0%,12,5,6,2,0,0.47,0.21
Iván Delgado,ESP,Brighton,"D (RC), DM",23,"6'6""",Either,15,15,1319,2,0,"£40,500 p/w",£22M - £36M,0,0,"1,514",92%,138,57,22,1,1,13,117,57,24,16,0,0,3,164.5km,4,2,50%,11,4,5,3,0,0.76,0.23
Dylan Williams,ENG,Brighton,"D/WB (L), M (LC), AM (RL)",28,"5'9""",Left,14 (18),14,1537,0,3,"£30,500 p/w",£9.4M - £12M,0,0,905,87%,67,238,91,15,5,22,50,56,51,38,3,0,1,242.7km,61,89,22%,8,5,27,3,1,0.48,3.27
Emanuel Aiwu,AUT,Brighton,"D (RC), DM",31,"6'1""",Right,12 (3),12,1038,0,0,"£23,500 p/w",£4.9M - £8M,0,0,"1,211",93%,52,64,30,6,5,12,83,48,16,13,0,0,0,132.9km,7,1,0%,9,4,4,1,0,0.46,0.27
Manuel Ramírez,PER,Brighton,"D/WB/M (R), AM (RL)",24,"5'8""",Right,11 (15),11,1037,2,2,"£54,000 p/w",£18M - £24M,0,0,554,84%,30,190,58,6,1,3,10,24,28,19,4,0,0,156.9km,45,139,14%,19,5,39,2,0,1.76,3.51
Nicolas Harris,ENG,Brighton,"DM, M (C)",20,"6'2""",Right,10 (7),10,1007,0,1,"£28,500 p/w",Not for Sale,0,0,970,87%,81,159,66,6,3,8,45,16,33,22,0,0,2,150.7km,5,2,50%,9,0,6,0,0,0.31,0.79
Igor Przybecki,POL,Brighton,"M (R), AM (RL)",20,"5'5""",Right,7 (17),7,848,2,0,"£29,500 p/w",£41M - £53M,0,0,421,86%,20,136,38,5,0,6,12,10,25,21,5,0,1,130.6km,43,36,18%,13,6,13,0,0,1.12,1.1
Eugene Murray,IRL,Brighton,D (RC),23,"6'3""",Right,4 (16),4,603,0,0,"£11,250 p/w",£600K - £6.6M,0,0,538,82%,45,45,22,8,4,11,61,32,15,11,0,0,3,85.1km,2,6,0%,2,1,2,0,0,0.13,0.01
Doug Pengelly,AUS,Brighton,M/AM (C),24,"6'1""",Right,4 (11),4,434,0,1,"£42,000 p/w",£2.8M - £5.8M,0,0,203,82%,12,97,32,0,0,4,10,5,11,9,2,0,0,73.3km,10,6,16%,6,2,5,0,0,0.62,0.59
Aaron Guerra,PER,Brighton,D/M/AM (R),20,"5'7""",Either,4 (5),4,397,0,0,"£7,000 p/w",£13M - £18.5M,0,0,192,78%,15,61,19,7,0,8,10,16,15,12,3,1,1,62.8km,11,20,21%,5,1,8,0,0,0.16,0.45
Viktor Gyökeres,SWE,Brighton,"DM, AM (RLC), ST (C)",33,"6'2""",Right,2 (40),2,1143,2,1,"£55,000 p/w",£350K - £3.4M,0,0,594,87%,35,188,54,3,1,5,44,19,36,26,19,0,1,178.6km,30,12,25%,24,9,13,2,0,3.83,2
James Trafford,ENG,Brighton,GK,29,"6'4""",Right,2,2,180,0,0,"£13,250 p/w",£75K - £750K,0,0,53,62%,1,0,0,-,-,-,-,0,0,-,0,0,0,12.9km,0,-,-,0,-,0,0,0,0,0
Karl Russell,ENG,Brighton,"AM (LC), ST (C)",22,"5'9""",Either,0 (5),-,68,0,0,"£9,000 p/w",£55K - £550K,0,0,18,83%,0,11,0,0,0,0,1,0,1,1,0,0,0,10.2km,0,1,0%,0,-,0,0,0,0,0
Darren Desormeaux,ENG,Brighton,"M/AM (C), ST (C)",22,"5'11""",Right,0 (4),-,87,0,0,"£7,500 p/w",£130K - £1.3M,0,0,35,71%,0,28,11,0,0,0,4,1,3,3,0,0,0,15.2km,0,2,0%,0,-,0,0,0,0,0
Jason Perry,WAL,Brighton,D (RC),23,"6'2""",Right,0 (1),-,0,0,0,"£8,750 p/w",£1.1M - £4.6M,0,0,4,100%,0,0,0,0,0,0,0,0,0,-,0,0,0,0.4km,0,0,0%,0,-,0,0,0,0,0
Ulrich Kaiser,BIH,Brighton,"M (R), AM (RC), ST (C)",22,"5'10""",Left,-,-,-,-,-,"£7,750 p/w",Not for Sale,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ruairi Crooks,NIR,Brighton,"DM, M/AM (C)",23,"6'1""",Right,-,-,-,-,-,"£5,250 p/w",£10K - £28K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Brad Young,ENG,Brighton,GK,30,"6'3""",Right Only,-,-,-,-,-,"£2,600 p/w",£16K - £55K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jason Knight,IRL,Bristol City,"DM, M/AM (C)",31,"5'8""",Right,46,46,3740,7,6,"£30,500 p/w",Not for Sale,0,0,"1,836",84%,153,662,247,19,4,18,57,68,92,70,7,0,0,561.5km,44,156,30%,54,17,75,1,0,8.21,6.22
Loïc Mbe Soh,CMR,Bristol City,"D (C), DM",30,"6'2""",Right,45,45,3671,2,1,"£22,000 p/w",£6.2M - £8.2M,0,0,"3,587",91%,228,223,92,37,24,60,330,148,64,51,0,4,8,475.3km,21,14,7%,14,5,9,3,0,1.31,0.91
Sture Ness,NOR,Bristol City,"DM, M (LC)",23,"6'0""",Either,44 (1),44,3625,1,4,"£26,500 p/w",£12M - £15M,0,0,"3,565",87%,372,650,243,30,14,32,179,69,153,117,4,0,1,537.9km,37,18,22%,36,4,43,6,0,0.86,3.5
Christian Walton,ENG,Bristol City,GK,36,"6'5""",Left Only,43,43,3870,0,1,"£13,500 p/w",£2.5K - £8K,0,0,"1,434",91%,35,0,0,-,-,-,-,16,4,0,0,3,1,274.0km,0,-,-,0,-,3,0,0,0,0.63
Adam Idah,IRL,Bristol City,"AM (L), ST (C)",31,"6'3""",Right Only,41 (5),41,3414,25,4,"£13,000 p/w",Not for Sale,4,3,"1,313",81%,58,449,157,10,3,9,316,27,86,65,64,0,0,471.0km,41,23,8%,136,78,39,0,0,21.68,4.48
Sam Chorley,ENG,Bristol City,"D (RC), DM",21,"6'0""",Right,41 (1),41,3442,0,1,"£28,500 p/w",£5.4M - £8.8M,0,0,"3,321",94%,184,193,88,23,23,46,198,151,55,37,1,2,11,417.8km,5,10,11%,8,5,5,4,0,0.23,0.18
Billy Mitchell,ENG,Bristol City,"WB (R), DM, M (C)",31,"5'10""",Right,39 (6),39,3355,2,7,"£21,500 p/w",Not for Sale,1,1,"2,652",82%,292,614,198,33,11,30,72,75,134,88,2,1,5,519.2km,48,108,26%,33,10,87,3,0,2.07,7.46
Sam Amo-Ameyaw,ENG,Bristol City,"M (L), AM (RL), ST (C)",25,"6'0""",Left,35 (8),35,3077,10,8,"£27,000 p/w",£9M - £12M,0,0,"1,190",84%,54,416,112,9,2,14,119,32,69,54,49,0,1,418.6km,50,55,14%,96,47,34,0,0,14.42,5.18
Cameron Pring,ENG,Bristol City,"D (LC), WB/M/AM (L)",34,"5'10""",Left,35 (2),35,2846,0,3,"£30,000 p/w",£35K,0,0,"1,604",83%,171,574,191,33,5,33,119,84,119,84,5,0,0,432.8km,48,218,15%,17,5,51,6,0,0.66,5.99
Liam Hastings,SCO,Bristol City,D/WB/M/AM (R),24,"5'10""",Right,29 (12),29,2607,2,5,"£10,750 p/w",£600K - £6.2M,0,0,"1,403",82%,103,511,170,22,3,51,72,103,98,76,5,1,0,414.0km,105,311,9%,17,4,40,3,0,1.77,5.81
Tommy Conway,SCO,Bristol City,"AM (RL), ST (C)",29,"6'0""",Right Only,15 (23),15,1776,14,4,"£31,500 p/w",£9.8M,1,0,616,82%,31,278,91,5,1,11,95,34,46,35,34,0,0,252.8km,48,47,19%,64,30,27,0,0,9.27,2.56
Nickoy Chen,JAM,Bristol City,"DM, M/AM (C)",22,"5'9""",Right,15 (9),15,1355,1,3,"£6,250 p/w",Not for Sale,0,0,"1,233",89%,77,201,72,7,1,21,14,24,44,31,0,0,0,206.1km,11,118,50%,11,4,41,1,0,0.68,3.16
Peter Hackett,ENG,Bristol City,D (C),20,"6'1""",Either,14 (5),14,1296,1,1,"£11,000 p/w",£1M - £2.3M,0,0,"1,196",91%,85,70,28,13,7,14,89,75,17,14,0,1,3,171.4km,4,2,50%,8,3,6,3,0,0.52,0.41
Gavin Jones,WAL,Bristol City,D (RC),24,"6'1""",Right,13 (9),13,1327,1,0,"£10,500 p/w",£6.8M - £10.5M,0,0,"1,161",88%,93,102,48,14,14,18,104,66,23,21,1,0,2,190.9km,19,41,9%,8,1,13,6,0,0.18,1.45
Jake Cousins,ENG,Bristol City,D (RLC),23,"5'11""",Left,11 (15),11,1159,0,2,"£5,000 p/w",£250K - £2.5M,0,0,842,80%,96,117,44,7,2,39,33,40,27,26,1,0,1,171.6km,19,39,15%,4,1,15,1,0,0.13,1.81
Scott Wharton,ENG,Bristol City,D (C),34,"6'2""",Left Only,11 (10),11,1055,0,0,"£17,750 p/w",£190K,0,0,"1,004",91%,70,50,19,15,8,16,95,47,18,15,0,1,4,134.9km,0,0,0%,1,1,3,1,0,0.09,0.19
Amadou Diawara,GUI,Bristol City,"DM, M (C)",34,"6'0""",Right,8 (3),8,708,0,0,"£16,000 p/w",£5K - £50K,0,0,596,92%,50,103,32,1,0,6,12,8,27,20,0,0,1,105.6km,5,2,100%,6,1,10,3,0,0.21,1.11
Luca Ashby-Hammond,ENG,Bristol City,GK,31,"6'0""",Right,8,8,720,0,0,"£4,000 p/w",£12K - £120K,0,0,226,88%,5,0,0,-,-,-,-,3,2,0,0,1,0,51.3km,0,-,-,0,-,0,0,0,0,0
Christian Emmanuel,ENG,Bristol City,"D (RC), WB (R), DM",23,"6'3""",Right,6 (8),6,546,1,2,"£9,750 p/w",£85K - £4.6M,0,0,367,84%,21,84,28,7,2,10,27,10,20,15,0,0,1,86.1km,9,28,21%,11,3,8,0,0,0.96,1.12
Kamari Doyle,ENG,Bristol City,M/AM (C),26,"5'11""",Right,4 (17),4,582,1,3,"£17,250 p/w",£450K,0,0,277,88%,29,95,36,1,0,4,24,8,11,6,2,0,0,96.5km,4,5,0%,23,8,10,1,0,1.37,2.07
Jesse Huttunen,FIN,Bristol City,"D/WB (L), DM, AM (L)",22,"5'10""",Left,4 (16),4,611,0,2,"£4,500 p/w",£90K - £900K,0,0,328,72%,34,108,34,9,0,7,15,26,21,12,1,0,0,97.5km,14,54,24%,4,0,16,2,0,0.05,1.48
Hakeem Bowers,ENG,Bristol City,"AM (RL), ST (C)",22,"6'0""",Left,4 (8),4,472,0,0,"£8,750 p/w",£8.4M - £10.5M,0,0,154,86%,7,51,16,0,0,3,2,3,14,11,5,0,0,63.8km,9,8,12%,19,6,10,0,0,2.18,0.69
Regan Trenerry,ENG,Bristol City,D (C),23,"6'2""",Right,3 (7),3,340,0,0,"£9,750 p/w",£210K - £2.1M,0,0,352,83%,34,17,6,2,1,9,57,19,7,6,0,1,2,45.0km,1,0,0%,1,1,1,1,0,0.01,0.07
Luke Woolfenden,ENG,Bristol City,D (RC),33,"6'3""",Right Only,2 (5),2,229,0,0,"£14,250 p/w",£40K,0,0,167,93%,11,11,5,3,2,3,5,8,3,3,0,0,0,29.0km,1,3,33%,0,-,1,1,0,0,0.04
Reece Madden,ENG,Bristol City,"D (C), DM",22,"5'10""",Right,1 (14),1,261,0,0,"£1,100 p/w",£350K - £3.4M,0,0,245,78%,19,42,14,1,0,7,4,5,7,7,1,0,0,43.9km,3,1,100%,4,1,7,0,0,0.08,0.23
Eric Frimpong,GHA,Bristol City,"M (L), AM (RC), ST (C)",22,"5'10""",Left,0 (2),-,35,0,0,"£2,500 p/w",£0 - £120K,0,0,11,91%,0,3,1,0,0,0,0,0,0,-,0,0,0,5.3km,0,0,0%,0,-,0,0,0,0,0
Jamey Mewies,ENG,Bristol City,GK,20,"6'0""",Either,-,-,-,-,-,"£1,900 p/w",£300K - £1M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Karnell Waldon,ENG,Bristol City,"AM (R), ST (C)",22,"5'9""",Right,-,-,-,-,-,"£1,800 p/w",£500 - £3.5K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dory Lapham,ENG,Bristol City,D (RC),22,"6'0""",Left,-,-,-,-,-,£325 p/w,£0 - £8K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
James Newman,IRL,Bristol City,GK,22,"6'6""",Right,-,-,-,-,-,"£1,300 p/w",£140K - £475K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Doudou Keita,GAM,Bristol City,"M (R), AM (RC)",24,"6'2""",Right,-,-,-,-,-,"£3,400 p/w",£300K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
